route_id,direction_id,service_id,trip_id,trip_headsign,wheelchair_accessible,block_id,shape_id
107,0,UTEIS,107_0_U_29,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_30,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_31,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_32,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_33,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_34,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_35,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_36,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_37,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_38,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_39,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_40,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_41,Areias,1,,107_0_1_shp
107,0,UTEIS,107_0_U_42,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_43,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_44,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_45,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_46,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_47,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_48,Areias,1,,107_0_1_shp
107,1,UTEIS,107_1_U_49,Estádio do Dragão,1,,107_1_1_shp
107,0,UTEIS,107_0_U_50,Areias,1,,107_0_1_shp
10M,0,UTEIS,10M_0_U_1,Vila D'Este,1,,10M_0_1_shp
10M,1,UTEIS,10M_1_U_2,Aliados,1,,10M_1_1_shp
10M,0,UTEIS,10M_0_U_3,Vila D'Este,1,,10M_0_1_shp
10M,1,UTEIS,10M_1_U_4,Aliados,1,,10M_1_1_shp
10M,0,UTEIS,10M_0_U_5,Vila D'Este,1,,10M_0_1_shp
10M,1,UTEIS,10M_1_U_6,Aliados,1,,10M_1_1_shp
10M,0,UTEIS,10M_0_U_7,Vila D'Este,1,,10M_0_1_shp
10M,1,UTEIS,10M_1_U_8,Aliados,1,,10M_1_1_shp
10M,0,UTEIS,10M_0_U_9,Vila D'Este,1,,10M_0_1_shp
10M,1,UTEIS,10M_1_U_10,Aliados,1,,10M_1_1_shp
11M,0,UTEIS,11M_0_U_1,Coimbrões,1,,11M_0_1_shp
11M,1,UTEIS,11M_1_U_2,Hosp. S. João,1,,11M_1_1_shp
11M,0,UTEIS,11M_0_U_3,Coimbrões,1,,11M_0_1_shp
11M,1,UTEIS,11M_1_U_4,Hosp. S. João,1,,11M_1_1_shp
11M,0,UTEIS,11M_0_U_5,Coimbrões,1,,11M_0_1_shp
11M,1,UTEIS,11M_1_U_6,Hosp. S. João,1,,11M_1_1_shp
11M,0,UTEIS,11M_0_U_7,Coimbrões,1,,11M_0_1_shp
11M,1,UTEIS,11M_1_U_8,Hosp. S. João,1,,11M_1_1_shp
11M,0,UTEIS,11M_0_U_9,Coimbrões,1,,11M_0_1_shp
11M,1,UTEIS,11M_1_U_10,Hosp. S. João,1,,11M_1_1_shp
12M,1,UTEIS,12M_1_U_1,Aliados,1,,12M_1_1_shp
12M,0,UTEIS,12M_0_U_2,Sto. Ovídio,1,,12M_0_1_shp
12M,1,UTEIS,12M_1_U_3,Aliados,1,,12M_1_1_shp
12M,0,UTEIS,12M_0_U_4,Sto. Ovídio,1,,12M_0_1_shp
12M,1,UTEIS,12M_1_U_5,Aliados,1,,12M_1_1_shp
12M,0,UTEIS,12M_0_U_6,Sto. Ovídio,1,,12M_0_1_shp
12M,1,UTEIS,12M_1_U_7,Aliados,1,,12M_1_1_shp
12M,0,UTEIS,12M_0_U_8,Sto. Ovídio,1,,12M_0_1_shp
12M,1,UTEIS,12M_1_U_9,Aliados,1,,12M_1_1_shp
12M,0,UTEIS,12M_0_U_10,Sto. Ovídio,1,,12M_0_1_shp
12M,1,UTEIS,12M_1_U_11,Aliados,1,,12M_1_1_shp
13M,1,UTEIS,13M_1_U_1,Av.Aliados,1,,13M_1_1_shp
13M,0,UTEIS,13M_0_U_2,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,UTEIS,13M_1_U_3,Av.Aliados,1,,13M_1_1_shp
13M,0,UTEIS,13M_0_U_4,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,UTEIS,13M_1_U_5,Av.Aliados,1,,13M_1_1_shp
13M,0,UTEIS,13M_0_U_6,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,UTEIS,13M_1_U_7,Av.Aliados,1,,13M_1_1_shp
13M,0,UTEIS,13M_0_U_8,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,UTEIS,13M_1_U_9,Av.Aliados,1,,13M_1_1_shp
13M,0,UTEIS,13M_0_U_10,Matosinhos (Mercado),1,,13M_0_1_shp
13M,1,UTEIS,13M_1_U_11,Av.Aliados,1,,13M_1_1_shp
1M,1,UTEIS,1M_1_U_1,Av. Aliados,1,,1M_1_1_shp
1M,0,UTEIS,1M_0_U_2,Matosinhos (via Campo Alegre),1,,1M_0_1_shp
1M,1,UTEIS,1M_1_U_3,Av. Aliados,1,,1M_1_1_shp
1M,0,UTEIS,1M_0_U_4,Matosinhos (via Campo Alegre),1,,1M_0_1_shp
1M,1,UTEIS,1M_1_U_5,Av. Aliados,1,,1M_1_1_shp
1M,0,UTEIS,1M_0_U_6,Matosinhos (via Campo Alegre),1,,1M_0_1_shp
1M,1,UTEIS,1M_1_U_7,Av. Aliados,1,,1M_1_1_shp
1M,0,UTEIS,1M_0_U_8,Matosinhos (via Campo Alegre),1,,1M_0_1_shp
1M,1,UTEIS,1M_1_U_9,Av. Aliados,1,,1M_1_1_shp
200,1,UTEIS,200_1_U_150,Bolhão,1,,200_1_1_shp
200,0,UTEIS,200_0_U_151,Cast. Queijo,1,,200_0_1_shp
200,1,UTEIS,200_1_U_152,Bolhão,1,,200_1_1_shp
200,0,UTEIS,200_0_U_153,Cast. Queijo,1,,200_0_1_shp
200,0,UTEIS,200_0_U_154,Merc. Foz,1,,200_0_1_shp
200,1,UTEIS,200_1_U_155,Bolhão,1,,200_1_1_shp
200,0,UTEIS,200_0_U_156,Cast. Queijo,1,,200_0_1_shp
200,1,UTEIS,200_1_U_157,Bolhão,1,,200_1_1_shp
200,0,UTEIS,200_0_U_158,Merc. Foz,1,,200_0_1_shp
200,1,UTEIS,200_1_U_159,Bolhão,1,,200_1_1_shp
200,0,UTEIS,200_0_U_160,Merc. Foz,1,,200_0_1_shp
200,1,UTEIS,200_1_U_161,Bolhão,1,,200_1_1_shp
201,1,UTEIS,201_1_U_1,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_2,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_3,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_4,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_5,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_6,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_7,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_8,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_9,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_10,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_11,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_12,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_13,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_14,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_15,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_16,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_17,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_18,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_19,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_20,Viso,1,,201_0_1_shp
201,0,UTEIS,201_0_U_21,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_22,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_23,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_24,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_25,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_26,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_27,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_28,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_29,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_30,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_31,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_32,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_33,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_34,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_35,Viso,1,,201_0_1_shp
201,0,UTEIS,201_0_U_36,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_37,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_38,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_39,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_40,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_41,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_42,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_43,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_44,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_45,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_46,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_47,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_48,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_49,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_50,Viso,1,,201_0_1_shp
201,0,UTEIS,201_0_U_51,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_52,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_53,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_54,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_55,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_56,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_57,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_58,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_59,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_60,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_61,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_62,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_63,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_64,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_65,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_66,Aliados,1,,201_1_1_shp
201,0,UTEIS,201_0_U_67,Viso,1,,201_0_1_shp
201,1,UTEIS,201_1_U_68,Aliados,1,,201_1_1_shp
202,1,UTEIS,202_1_U_77,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_78,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_79,S. João De Brito,1,,202_1_1_shp
202,0,UTEIS,202_0_U_80,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_81,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_82,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_83,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_84,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_85,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_86,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_87,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_88,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_89,S. João De Brito,1,,202_1_1_shp
202,1,UTEIS,202_1_U_90,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_91,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_92,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_93,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_94,S. João De Brito,1,,202_1_1_shp
202,0,UTEIS,202_0_U_95,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_96,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_97,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_98,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_99,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_100,Aliados,1,,202_1_1_shp
202,0,UTEIS,202_0_U_101,Passeio Alegre (via Rot. Bessa),1,,202_0_1_shp
202,1,UTEIS,202_1_U_102,S. João De Brito,1,,202_1_1_shp
203,0,UTEIS,203_0_U_1,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_2,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_3,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_4,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_5,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_6,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_7,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_8,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_9,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_10,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_11,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_12,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_13,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_14,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_15,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_16,Marquês,1,,203_1_1_shp
203,1,UTEIS,203_1_U_17,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_18,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_19,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_20,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_21,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_22,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_23,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_24,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_25,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_26,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_27,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_28,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_29,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_30,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_31,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_32,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_33,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_34,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_35,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_36,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_37,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_38,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_39,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_40,Castelo do Queijo,1,,203_0_1_shp
203,1,UTEIS,203_1_U_41,Marquês,1,,203_1_1_shp
203,0,UTEIS,203_0_U_42,Castelo do Queijo,1,,203_0_1_shp
204,1,UTEIS,204_1_U_93,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_94,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_95,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_96,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_97,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_98,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_99,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_100,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_101,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_102,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_103,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_104,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_105,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_106,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_107,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_108,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_109,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_110,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_111,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_112,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_113,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_114,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_115,Hosp. S. João (Urgência),1,,204_1_1_shp
204,1,UTEIS,204_1_U_116,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_117,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_118,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_119,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_120,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_121,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_122,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_123,Foz,1,,204_0_1_shp
204,0,UTEIS,204_0_U_124,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_125,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_126,Foz,1,,204_0_1_shp
204,0,UTEIS,204_0_U_127,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_128,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_129,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_130,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_131,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_132,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_133,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_134,Hosp. S. João (Urgência),1,,204_1_1_shp
204,0,UTEIS,204_0_U_135,Foz,1,,204_0_1_shp
204,1,UTEIS,204_1_U_136,Hosp. S. João (Urgência),1,,204_1_1_shp
205,0,UTEIS,205_0_U_1,Lidador,1,,205_0_1_shp
205,1,UTEIS,205_1_U_2,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_3,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_4,S. Roque,1,,205_1_1_shp
205,0,UTEIS,205_0_U_5,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_6,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_7,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_8,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_9,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_10,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_11,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_12,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_13,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_14,S. Roque,1,,205_1_1_shp
205,0,UTEIS,205_0_U_15,Lidador,1,,205_0_1_shp
205,1,UTEIS,205_1_U_16,S. Roque,1,,205_1_1_shp
205,0,UTEIS,205_0_U_17,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_18,S. Roque,1,,205_1_1_shp
205,0,UTEIS,205_0_U_19,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_20,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_21,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_22,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_23,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_24,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_25,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_26,Campanhã,1,,205_1_1_shp
205,1,UTEIS,205_1_U_171,Via Norte (Circ.),1,,205_1_1_shp
205,0,UTEIS,205_0_U_172,Lidador,1,,205_0_1_shp
205,1,UTEIS,205_1_U_173,S. Roque,1,,205_1_1_shp
205,0,UTEIS,205_0_U_174,Lidador,1,,205_0_1_shp
205,1,UTEIS,205_1_U_175,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_176,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_177,Via Norte (Circ.),1,,205_1_1_shp
205,0,UTEIS,205_0_U_178,Lidador,1,,205_0_1_shp
205,1,UTEIS,205_1_U_179,S. Roque,1,,205_1_1_shp
205,0,UTEIS,205_0_U_180,Lidador,1,,205_0_1_shp
205,1,UTEIS,205_1_U_181,Via Norte (Circ.),1,,205_1_1_shp
205,0,UTEIS,205_0_U_182,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_183,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_184,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_185,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_186,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_187,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_188,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_189,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_190,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_191,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_192,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_193,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_194,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_195,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_196,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_197,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_198,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_199,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_200,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_201,Campanhã,1,,205_1_1_shp
205,0,UTEIS,205_0_U_202,Castelo do Queijo,1,,205_0_1_shp
205,1,UTEIS,205_1_U_203,Via Norte (Circ.),1,,205_1_1_shp
206,1,UTEIS,206_1_U_1,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_2,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_3,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_4,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_5,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_6,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_7,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_8,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_9,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_10,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_11,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_12,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_13,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_14,Santo Eugénio,1,,206_0_1_shp
206,1,UTEIS,206_1_U_15,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_16,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_17,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_18,Viso,1,,206_0_1_shp
206,0,UTEIS,206_0_U_19,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_20,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_21,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_22,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_23,Santo Eugénio,1,,206_0_1_shp
206,1,UTEIS,206_1_U_24,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_25,Santo Eugénio,1,,206_0_1_shp
206,1,UTEIS,206_1_U_26,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_27,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_28,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_29,Santo Eugénio,1,,206_0_1_shp
206,1,UTEIS,206_1_U_30,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_31,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_32,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_33,Viso,1,,206_0_1_shp
206,0,UTEIS,206_0_U_34,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_35,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_36,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_37,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_38,Santo Eugénio,1,,206_0_1_shp
206,1,UTEIS,206_1_U_39,Campanhã,1,,206_1_1_shp
206,0,UTEIS,206_0_U_40,Viso,1,,206_0_1_shp
206,1,UTEIS,206_1_U_41,Campanhã,1,,206_1_1_shp
207,0,UTEIS,207_0_U_95,Foz (Mercado),1,,207_0_1_shp
207,1,UTEIS,207_1_U_96,Campanhã,1,,207_1_1_shp
207,0,UTEIS,207_0_U_97,Foz (Mercado),1,,207_0_1_shp
207,1,UTEIS,207_1_U_98,Campanhã,1,,207_1_1_shp
